"Name","Code","Row ID","Stage Name","Stage Category","Action","Action Type","Attendance - Use Shift Block","Assignee","Assignee Employee","Use Decision Matrix","Decision Matrix","Reviewers","SLA for Reviewer Task","SLA for Evaluation Task","Visibility","Confidential","Sla Setting","Skip for","Skip Settings","Trigger Point","Trigger Before/After","Trigger - Number of Days(Default will be 0)","Trigger - Enter Condition","Set Delay (Number of Days)","Send to Personal Email","Send to Primary Mobile","Notification With Review/Invite - CC Recipients","Notification With Review/Invite - CC Roles","Policy - Mandatory Sign-off","Select Existing Document","Policy - Include option to decline","Help Desk Title","Help Desk Description","Select Helpdesk Category","Select Helpdesk Sub- Category","Data Collection - Enable Review","Schedule Assessment - Select Mode (Automatic/ Manual)","Schedule Assessment - Evaluation Type","Schedule Assessment - Cut-off Percentage","Schedule Assessment - No.of Days to expire","Select Attendance Attributes ","Schedule Assessment - Select Evaluators","Send Recognition - Recognition Program","Allow assignee to skip the task","Allow assignee to skip the Review Task","Data Collection - Select Reviewers","Data Collection - Reviewer Context","Notification with calendar invite - Event Name","Email when policy signoff is declined - CC Roles Declined","Email when policy signoff is declined - CC Users Declined","Extra Payments/Extra Deductions - Allowed Categories(Regular)","Extra Payments/Extra Deductions - Allowed Categories(Component based)","Extra Payments/Extra Deductions - Logic for value","Extra Payments/Extra Deductions - Logic for clawback date","Engagement Flow -Trigger Survey -  Select Channel(Email/Task)","Trigger Verification - Select Verification Initiator","Alloted Time","Assignee Context","Assignment Basis","Email when task is assigned - Select Email Template","Email when the due date is completed - Select Email Template","Email when workflow stage is canceled/skipped - Select Email Template","Email when policy signoff is declined - Select Email Template","Email when task is submitted for review - Select Email Template","Email when Reviewer sends back the form - Select Email Template","When Assessment is scheduled - Select Email Template","When evaluation result is received - Select Email Template","When Verification is Triggered - Select Email Template","When workflow stage is completed - Select Email Template","Email when task is assigned - Additional Recipients","Email when the due date is completed - Additional Recipients","Email when workflow stage is canceled/skipped - Additional Recipients","Email when policy signoff is declined - Additional Recipients","Email when task is submitted for review - Additional Recipients","Email when Reviewer sends back the form - Additional Recipients","When Assessment is scheduled - Additional Recipients","When evaluation result is received - Additional Recipients","When Verification is Triggered - Additional Recipients","When workflow stage is completed - Additional Recipients","Email when task is assigned - Default Email Recipients","Email when the due date is completed - Default Email Recipients","Email when workflow stage is canceled/skipped - Default Email Recipients","Email condition when policy signoff is declined - Default Email Recipients","Email when task is submitted for review - Default Email Recipients","Email when Reviewer sends back the form - Default Email Recipients","When Assessment is scheduled - Default Email Recipients","When evaluation result is received - Default Email Recipients","When Verification is Triggered - Default Email Recipients","When workflow stage is completed - Default Email Recipients","Email when task is assigned - CC Recipient Roles","Email when task is assigned - CC Recipient Users","Email when workflow stage is canceled/skipped - CC Recipient Roles","Email when workflow stage is canceled/skipped - CC Recipient Users","Email when the due date is completed - CC Recipient Roles","Email when the due date is completed - CC Recipient Users","Email when task is submitted for review - CC Recipient Roles","Email when task is submitted for review - CC Recipient Users","Email when Reviewer sends back the form - CC Recipient Roles","Email when Reviewer sends back the form - CC Recipient Users","When workflow stage is completed - CC Recepient Users","When workflow stage is completed - CC Recepient Roles","Cancel button alias","Skip button alias","Add button alias","Schedule button alias","Send Back button alias","Delegate button alias","View Details button alias","Submit button alias","Decline button alias","Sign off button alias","Initiate button alias","Successful button alias","Unsuccessful button alias","Submit and Send Email button alias","Reschedule button alias","Save As Draft button alias","Update button alias","Submit For Review button alias","Status"
"Separation Workflow Consultants 2025","WF_24","R3","Reporting Manager Clearance Form ","Workflow Task","FM-63_8","Data Collection - Forms","","Manager","","","","","","","","","","","","Effective Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Active"
"Separation Workflow Consultants 2025","WF_24","R4","Admin Clearance Form ","Workflow Task","FM-63_3","Data Collection - Forms","","Administration","","","","","","","","","","","","Effective Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Active"
"Separation Workflow Consultants 2025","WF_24","R5","Finance Clearance Form ","Workflow Task","Dropdown","Data Collection - Forms","","Accounts - Payroll","","","","","","","","","","","","Evaluation of Condition","After","","1,2,3,4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Active"
"Separation Workflow Consultants 2025","WF_24","R6","HR Letter","Workflow Task","Experience Letter Form","Data Collection - Forms","","HR Team","","","","","","","","","","","","Evaluation of Condition","After","","1,2,3,4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Active"
"Separation Workflow Consultants 2025","WF_24","R7","Experience Letter","Workflow Task","CUST_NOTF_37","Document Generation","","Self","","","","","","","","","","","","Evaluation of Condition","After","","6","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Active"
"Separation Workflow Consultants 2025","WF_24","R8","Exit Interview Form ","Workflow Task","FM-63_12","Data Collection - Forms","","Self","","","","","","","","","","","","Effective Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Active"
"Separation Workflow Consultants 2025","WF_24","R9","NDA Acknowledgement","Workflow Task","FM-63_7","Data Collection - Forms","","HR Team","","","","","","","","","","","","Effective Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Active"
"Separation Workflow Consultants 2025","WF_24","R10","IT Clearance Form ","Workflow Task","FM-63_2","Data Collection - Forms","","IT Admin","","","","","","","","","","","","Effective Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Active"
"Separation Workflow Consultants 2025","WF_24","R11","Insurance Deletion","Workflow Task","Dropdown","Data Collection - Forms","","Insurance Deletion|Health Insurance Approval","","","","","","","","","","","","Effective Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Active"
"Separation Workflow Consultants 2025","WF_24","R12","Email Notification for completion of Workflow task","Workflow Task","CUST_NOTF_6","Notification","","Manager|Employee direct HRBP|IT Admin|HR Team","","","","","","","","","","","","Effective Date","Before","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Active"
"Separation Workflow Consultants 2025","WF_24","R13","IT Worflow completion Task","Workflow Task","CUST_NOTF_7","Notification","","IT Admin","","","","","","","","","","","","Evaluation of Condition","After","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Active"
"Separation Workflow Consultants 2025","WF_24","R14","HR Worflow completion Task","Workflow Task","CUST_NOTF_7","Notification","","HR Team","","","","","","","","","","","","Evaluation of Condition","After","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Active"
"Separation Workflow Consultants 2025","WF_24","R15"," Accounts Worflow completion Task","Workflow Task","CUST_NOTF_7","Notification","","Accounts - Payroll","","","","","","","","","","","","Evaluation of Condition","After","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Active"
"Separation Workflow Consultants 2025","WF_24","R16","Relieving Letter","Workflow Task","CUST_NOTF_12","Document Generation","","Self","","","","","","","","","","","","Evaluation of Condition","After","","6","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Active"
"Separation Workflow Consultants 2025","WF_24","R17","Reminder for last working day","Workflow Task","CUST_NOTF_34","Notification","","Manager|IT Admin|HR Team","","","","","","","","","","","","Effective Date","Before","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Active"
"ONB Onboarding Workflow","WF_25","R1","New Employee Joining trigger","Workflow Task","CUST_NOTF_99","Notification","","Administration","","","","","","","","","SLA_WF_1","","","Date of Joining","Before","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"ONB Onboarding Workflow","WF_25","R2","New Employee Joining trigger","Workflow Task","CUST_NOTF_99","Notification","","IT Admin","","","","","","","","","SLA_WF_1","","","Date of Joining","Before","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"ONB Onboarding Workflow","WF_25","R3","Employee Onboarding Initiation","Workflow Task","CUST_NOTF_99","Notification","","Employee direct HRBP","","","","","","","","","SLA_WF_1","","","Date of Joining","Before","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"ONB Onboarding Workflow","WF_25","R4","Employee Onboarding Initiation","Workflow Task","CUST_NOTF_100","Notification","","Employee direct HRBP","","","","","","","","","SLA_WF_1","","","Date of Activation","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"ONB Onboarding Workflow","WF_25","R5","HR Induction","Workflow Task","HR Induction1777965271","Data Collection - Forms","","HR Induction","","","","","","","","","SLA_WF_1","","","Date of Activation","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"ONB Onboarding Workflow","WF_25","R6","IT Induction","Workflow Task","","Data Collection - Forms","","IT Induction","","","","","","","","","SLA_WF_1","","","Date of Activation","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"ONB Onboarding Workflow","WF_25","R7","Manager Induction Checklist","Workflow Task","Manager Induction1777965273","Data Collection - Forms","","Manager","","","","","","","","","SLA_WF_1","","","Date of Activation","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"ONB Onboarding Workflow","WF_25","R8","Employee Activation","Workflow Task","CUST_NOTF_101","Notification","","Self","","","","","","","","","SLA_WF_1","","","Date of Activation","After","","","","","","","Employee direct HRBP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"ONB Onboarding Workflow","WF_25","R9","BGV","Workflow Task","External BGV1777965275","Data Collection - Forms","","HR Team","","","","","","","","","SLA_WF_1","","","Date of Activation","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"ONB Onboarding Workflow","WF_25","R10","Finance Team Notification","Workflow Task","CUST_NOTF_102","Notification","","Accounts - Payroll","","","","","","","","","SLA_WF_1","","","Date of Activation","After","","","","","","","Employee direct HRBP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"ONB Onboarding Workflow","WF_25","R11","Admin Task","Workflow Task","Admin Form1777965269","Data Collection - Forms","","Administration","","","","","","","","","SLA_WF_1","","","Date of Activation","Before","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"ONB Onboarding Workflow","WF_25","R12","Intimation on Goal Setting","Workflow Task","CUST_NOTF_103","Notification","","Manager","","","","","","","","","SLA_WF_1","","","Date of Activation","After","15","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
